session_id,day,total_pnl,emerald_pnl,tomato_pnl,total_slope_per_step,total_r2,emerald_slope_per_step,emerald_r2,tomato_slope_per_step,tomato_r2
820,-2,14973.0,7912.0,7061.0,1.5568153688081536,0.9976266618181812,0.7807401208274012,0.9988268704111234,0.7760752479807524,0.9890692929627611
821,-2,16816.0,8032.0,8784.0,1.6740418824679189,0.998451008964082,0.8256574939025749,0.9985835809838169,0.8483843885653439,0.993600730646819
822,-2,15482.0,6458.0,9024.0,1.5825556699130567,0.9935355117613863,0.6654246119762461,0.9923471653037895,0.9171310579368106,0.992231915832252
823,-2,15430.25,7188.0,8242.25,1.6088003505965036,0.9971731182744485,0.7682035751060358,0.9888835131330311,0.8405967754904677,0.9970261242929829
824,-2,14418.0,7059.0,7359.0,1.4378916607694165,0.995925194790305,0.7088266764022667,0.997139451340876,0.7290649843671498,0.9905318680485817
825,-2,16313.5,7482.0,8831.5,1.6551455800759558,0.9975842945308705,0.754618195960182,0.996271582321252,0.9005273841157738,0.992326904891284
826,-2,15206.0,7082.0,8124.0,1.481545790126958,0.9970059544019743,0.7202466171804661,0.9973073540765716,0.7612991729464917,0.9921156362149671
827,-2,16104.0,8000.0,8104.0,1.6272674476986744,0.9979760666666239,0.8243787370977874,0.9977511472899445,0.8028887106008871,0.9952534621057864
828,-2,13512.0,6996.0,6516.0,1.3464159040606591,0.9959910763825894,0.6775143316631433,0.9971979165153351,0.6689015723975157,0.9910324932468842
829,-2,14234.0,7379.0,6855.0,1.4932823197998233,0.995100254291744,0.7677206528492065,0.9973909925372284,0.7255616669506166,0.9887662319807107
